periodid,periodname,periodcode,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Total Positive (Add HV02-10 - HV02-14) HV02-15,MOH 731 15-24 (F) HV01-47,MOH 731 15-24 (M) HV01-46,MOH 731 25+ (F) HV01-49,MOH 731 25+ (M) HV01-48,MOH 731 Known Exposure_at Penta 1 HV02-37,MOH 731 Known Positive at 1st ANC HV02-03,MOH 731 Mother-baby pairs_24mths HV02-51,MOH 731 On ART_10-14 (F) HV03-031,MOH 731 On ART_10-14(M) HV03-030,MOH 731 On ART_15-19 (F) HV03-033,MOH 731 On ART_15-19(M) HV03-032,MOH 731 On ART_20-24 (F) HV03-035,MOH 731 On ART_20-24(M) HV03-034,MOH 731 On ART_25+ (F) HV03-037,MOH 731 On ART_25+(M) HV03-036,MOH 731 Presumed TB_Total HV03-058,MOH 731 Screen for TB _1-9 HV03-052,MOH 731 Screen for TB _10-14 HV03-053,MOH 731 Screen for TB _15-19 HV03-054,MOH 731 Screen for TB _20-24 HV03-055,MOH 731 Screen for TB _25+ HV03-056,MOH 731 Screen for TB_Total HV03-057,MOH 731 Screen for TB_<1 HV03-051,MOH 731 Screen CaCx_New F18+ HV03-087,MOH 731 Start ART_10-14 (F) HV03-019,MOH 731 Start ART_10-14(M) HV03-018,MOH 731 Start ART_15-19 (F) HV03-021,MOH 731 Start ART_15-19(M) HV03-020,MOH 731 Start ART_20-24 (F) HV03-023,MOH 731 Start ART_20-24(M) HV03-022,MOH 731 Start ART_25+ (F) HV03-025,MOH 731 Start ART_25+(M) HV03-024
2021,2021,2021,LOgbecTRkbp,Kinango Sub County,KE_SubCounty_3077,,84,122,64,92,125,23,62,36,357,485,479,320,1222,280,15001,3877,38,580,692,561,1350,14126,17310,1,1107,1,1,5,2,15,4,81,41
2021,2021,2021,RAnL5kBKMIt,Kinangop Sub County,KE_SubCounty_3188,,163,89,40,218,242,734,109,109,769,767,1021,902,1360,864,28501,13950,150,708,1384,1758,2068,39166,45090,5,811,2,1,12,5,28,5,178,128
2021,2021,2021,KlVgeHmvG6n,Kipipiri Sub County,KE_SubCounty_3187,,47,27,34,101,118,166,29,2,185,150,304,142,265,48,6278,2656,31,225,335,446,313,8934,10258,5,203,,,2,,6,1,63,37
2021,2021,2021,gU0Cz7Qlfss,Kipkelion East Sub County,KE_SubCounty_3028,,73,39,37,96,102,30,32,56,282,260,344,260,582,250,12749,5114,844,523,534,550,849,14965,17437,16,542,1,2,5,1,15,3,97,38
2021,2021,2021,Taw0Zg7nArd,Kipkelion West Sub County,KE_SubCounty_3027,,12,11,6,16,29,92,21,9,181,115,175,168,264,63,4273,1705,67,298,232,294,293,4718,5623,4,120,1,,1,,7,,18,14
2021,2021,2021,LpwqSz9xMIj,Kipkomo Sub County,KE_SubCounty_3263,,17,25,39,45,112,4,6,13,75,49,119,68,238,33,2500,1101,534,186,117,200,423,2860,3815,30,180,,,4,,11,2,33,15
2021,2021,2021,JKNaaTjVapG,Kirinyaga Central Sub County,KE_SubCounty_3048,,87,69,38,181,176,334,61,34,409,377,613,375,672,431,21830,9215,67,296,596,732,844,23957,26429,4,675,1,,4,,16,3,86,43
2021,2021,2021,Ulj33KBau7V,Kirinyaga County,KE_County_20,,393,531,460,1094,1182,561,253,274,1393,1509,2004,1679,3158,1470,87252,38786,378,1763,2487,3140,4082,109654,121176,20,7329,5,1,19,3,59,14,404,227
2021,2021,2021,yOaHQLOLd1H,Kirinyaga East Sub County,KE_SubCounty_3050,,35,114,117,174,230,20,23,26,170,171,242,181,266,138,8104,3534,32,267,325,397,394,11161,12559,8,476,1,,1,,6,,49,33
2021,2021,2021,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,KE_SubCounty_3052,,73,78,30,180,176,93,47,80,380,395,543,637,820,458,26207,10852,75,371,752,1135,1232,35311,38805,,452,1,1,3,2,13,4,90,48
2021,2021,2021,jHmpQUlnkQk,Kirinyaga South Sub County,KE_SubCounty_3051,,119,192,176,357,352,69,67,82,223,334,247,195,826,255,16329,8525,69,502,412,282,888,18780,20886,3,3768,2,,1,1,14,5,100,54
2021,2021,2021,A34NiI4rgnf,Kirinyaga West Sub County,KE_SubCounty_3049,,79,78,99,202,248,45,55,52,211,232,359,291,574,188,14782,6660,135,327,402,594,724,20445,22497,5,1958,,,10,,10,2,79,49
2021,2021,2021,C1hO6wNOgrH,Kisauni Sub County,KE_SubCounty_3130,,164,328,335,844,1400,126,113,242,589,375,704,458,1262,420,22813,10471,268,531,1109,1282,1972,28835,33771,42,835,1,2,15,3,40,9,323,138
2021,2021,2021,sPkRcDvhGWA,Kisii County,KE_County_45,,1181,2596,1672,5384,3936,16203,810,918,6854,5859,9331,5547,20543,4480,254540,108764,3674,8968,12201,14502,26157,337838,399835,169,12084,23,14,146,16,403,70,1323,773
2021,2021,2021,OpLt8IgyHop,Kisumu Central Sub County,KE_SubCounty_3066,,1417,2237,1850,4515,4003,1534,1186,1116,4630,4572,6290,4955,14129,5777,235953,136625,2323,5737,8309,10382,18695,354015,397228,90,13745,13,10,58,14,244,50,1072,711
2021,2021,2021,tAbBVBbueqD,Kisumu County,KE_County_42,,4743,3903,2980,7329,6919,4660,3946,4063,22235,20856,25175,18614,52637,15591,769362,416882,10415,27558,39420,40015,63575,1100747,1271586,383,44082,55,41,253,38,864,137,3641,2344
2021,2021,2021,PRpKwAloU5b,Kisumu East Sub County,KE_SubCounty_3068,,549,228,194,396,559,1188,449,425,2130,2249,2551,1744,5024,1201,70692,37741,1850,2427,3622,3543,5340,92557,107500,11,6282,7,8,25,2,110,7,410,204
2021,2021,2021,YzEDO9Mq4TR,Kisumu West Sub County,KE_SubCounty_3067,,530,275,176,415,676,463,443,526,2974,2361,4069,2797,5879,2338,114822,62844,1184,3551,4732,6117,7397,157892,179749,33,5274,8,3,32,5,126,23,531,357
2021,2021,2021,MWqQbxWqACn,Kitui Central Sub County,KE_SubCounty_3071,,123,132,76,343,346,188,75,86,796,737,996,918,1368,696,36074,14115,307,1004,1524,1896,2026,49111,55577,16,207,2,1,9,3,40,5,280,148
2021,2021,2021,j8o6iO4Njsi,Kitui County,KE_County_15,,501,627,387,1368,1365,1160,347,364,5528,5567,6892,5760,7533,3057,177465,61706,1483,8349,10815,12256,10503,231463,273694,75,2102,18,10,58,13,165,30,1073,584
2021,2021,2021,d0Gu8FrRM0Y,Kitui East Sub County,KE_SubCounty_3070,,36,36,28,125,139,2,27,6,458,523,586,493,791,277,16396,5749,90,1100,982,1021,1083,22405,26604,11,216,2,2,7,2,9,2,129,47
2021,2021,2021,vbauk0RRq9N,Kitui Rural Sub County,KE_SubCounty_3072,,44,31,12,53,55,104,31,56,865,888,1120,769,800,320,18646,7221,481,1001,1587,1672,1102,25457,31041,,90,,,7,3,16,1,96,75
2021,2021,2021,d3hSQ3EtnPk,Kitui South Sub County,KE_SubCounty_3069,,90,113,74,259,262,195,73,70,1054,924,1416,1073,1199,521,29664,9380,98,1387,1939,2426,1703,33641,41107,11,238,3,,3,2,17,4,133,64
2021,2021,2021,cmWAJB5kCDW,Kitui West Sub County,KE_SubCounty_3073,,45,30,12,43,55,571,33,33,438,531,435,693,743,253,17668,6176,70,616,935,1107,993,23287,26948,11,61,,1,6,1,14,1,71,50
2021,2021,2021,cQkF9l9wePP,Kitutu Chache North Sub County,KE_SubCounty_3054,,68,220,194,256,255,83,46,68,580,559,711,483,1277,171,15410,6290,140,748,1127,1170,1444,21426,25934,19,999,,,2,,15,,49,40
2021,2021,2021,gPR82w2xgJZ,Kitutu Chache South Sub County,KE_SubCounty_3053,,279,286,155,636,496,2001,207,228,1129,1250,2100,1400,4791,1373,64915,30190,552,1711,2358,3594,6631,90243,104572,35,3605,2,3,34,3,132,25,329,209
2021,2021,2021,Yl9UDBnDvvW,Koibatek Sub County,KE_SubCounty_2953,,70,178,86,342,349,400,47,84,390,251,351,440,669,243,13636,6383,331,436,552,657,820,17948,20419,6,710,2,2,4,1,19,1,136,90
2021,2021,2021,PLFoYJO8MVS,Konoin Sub County,KE_SubCounty_2959,konoin,55,186,223,497,582,14,28,44,257,172,302,171,947,130,8638,4280,308,626,406,427,1066,12656,15209,18,329,2,3,5,2,17,,81,54
2021,2021,2021,QBwORnYdu0e,Kuresoi North Sub County,KE_SubCounty_3161,,69,91,57,187,176,5,27,28,238,246,198,152,529,90,7304,3305,54,422,435,323,535,9904,11622,3,418,3,1,6,2,22,1,97,55
2021,2021,2021,QwGkDS0DNls,Kuresoi South Sub County,KE_SubCounty_3162,,131,116,82,297,396,54,83,56,325,314,424,387,725,224,12777,5308,397,637,599,769,877,17337,20237,18,863,1,4,12,2,23,4,131,71
2021,2021,2021,THm2tCJa2ZQ,Kuria East Sub County,KE_SubCounty_3119,,28,268,233,315,347,1097,15,36,220,177,236,222,741,91,7460,2286,31,384,359,415,727,9147,11038,,263,,1,4,1,19,2,77,33
2021,2021,2021,jtBjNpL9FXS,Kuria West Sub County,KE_SubCounty_3120,,179,213,150,270,400,2789,96,101,605,594,758,484,2441,366,27077,8309,273,1456,1176,1240,2771,34702,41377,32,3691,10,,22,1,88,9,260,139
2021,2021,2021,N7YETT3A9r1,Kwale County,KE_County_2,,616,232,168,370,539,172,477,273,2665,2739,2454,1924,5364,1174,94775,33781,1760,5197,4527,3560,5862,104330,123431,88,4767,10,11,33,7,114,12,672,328
2021,2021,2021,ABy8CNqf2e7,Kwanza Sub County,KE_SubCounty_3219,,110,42,32,74,70,1999,75,38,369,258,342,217,868,237,9525,3886,68,599,509,449,883,11201,13657,16,1144,2,2,5,2,36,6,161,86
2021,2021,2021,nsfbHBS9tMT,Lafey Sub County,KE_SubCounty_3100,,,,,5,,,,,10,,,,,,88,33,,,,,,,,,,,,,,,,,
2021,2021,2021,J69iWev2zwu,Lagdera Sub County,KE_SubCounty_2992,,1,16,26,57,63,,,,48,36,,12,48,48,341,196,45,1,1,6,5,67,80,,,,,,,1,,5,4
2021,2021,2021,xuFdFy6t9AH,Laikipia County,KE_County_31,,298,615,410,1257,1181,536,199,240,1322,1694,2548,2025,3194,1251,68804,30114,1612,2536,3096,4544,4520,92917,107846,122,2821,5,5,12,5,61,14,442,294
2021,2021,2021,pF6qPMIlHte,Laikipia East Sub County,KE_SubCounty_3086,,114,115,81,374,342,35,91,90,460,561,1143,740,1426,409,27681,12081,359,820,918,1777,1714,37376,42763,47,1132,2,1,2,1,19,3,176,103
2021,2021,2021,RJyUfi5BQUm,Laikipia North Sub County,KE_SubCounty_3085,,24,112,48,129,76,56,12,,62,92,85,98,244,41,3145,1313,210,505,471,406,621,3703,5740,34,95,,,1,,8,2,26,16
2021,2021,2021,pXbWrnFPpKb,Laikipia West Sub County,KE_SubCounty_3087,,160,388,281,754,763,445,96,150,800,1041,1320,1187,1524,801,37978,16720,1043,1211,1707,2361,2185,51838,59343,41,1594,3,4,9,4,34,9,240,175
2021,2021,2021,eZpy65ooW0m,Laisamis Sub County,KE_SubCounty_3106,,2,,,9,9,2,4,,58,56,81,80,65,35,1006,401,39,12,23,34,20,271,352,2,,,,,,1,,2,
2021,2021,2021,nfJoTgKpwCg,Lamu Central Sub County,KE_SubCounty_3262,,32,36,25,182,115,4,25,8,157,213,219,144,283,95,4104,2112,8,294,355,351,371,6043,7418,4,13,1,,3,1,7,,37,30
2021,2021,2021,NjWSbQTwys4,Lamu County,KE_County_5,,90,162,96,582,512,14,67,39,425,490,462,326,690,293,11070,4969,214,552,886,766,1132,15528,18880,16,247,2,3,5,1,13,1,74,55
2021,2021,2021,cwnqFyTJIgX,Lamu East Sub County,KE_SubCounty_3090,,2,1,13,7,6,1,1,,18,32,6,10,5,9,319,247,37,7,46,14,14,515,596,,,,,,,,,2,
2021,2021,2021,Lfxw0DfD4jN,Lamu West Sub County,KE_SubCounty_3089,,56,125,58,393,391,9,41,31,250,245,237,172,402,189,6647,2610,169,251,485,401,747,8970,10866,12,234,1,3,2,,6,1,35,25
2021,2021,2021,aTGYlhEw2Xx,Langata Sub County,KE_SubCounty_3152,,367,383,265,717,788,290,279,300,1419,1675,2060,1725,3455,1682,94613,47056,2936,1431,2273,3284,4868,136181,148050,14,1929,4,3,8,7,62,14,415,236
2021,2021,2021,nCziQtZ49jj,Lari Sub County,KE_SubCounty_3029,,106,31,21,107,122,61,97,84,378,321,666,722,895,622,22762,11119,109,341,526,1131,1256,28922,32126,,1040,1,,1,,10,3,126,54
2021,2021,2021,iy93Mmi73Or,Likoni Sub County,KE_SubCounty_3128,,458,292,332,526,488,519,303,182,1710,1468,2083,1435,4284,1358,73874,32098,4590,2237,2692,3055,5011,95075,108107,8,2389,2,3,16,2,107,10,570,267
2021,2021,2021,wMv0s3U2nnG,Likuyani Sub County,KE_SubCounty_3021,,116,,,,,2295,84,99,510,568,614,441,980,308,18809,7249,176,963,1043,1022,1200,25499,29748,21,834,2,2,10,1,20,3,100,61
2021,2021,2021,xhVi71INcFs,Limuru Sub County,KE_SubCounty_3030,,122,180,112,352,314,473,78,128,503,571,762,605,1225,955,33455,15994,90,740,906,1208,1942,40884,45689,9,1350,5,2,4,1,27,9,174,109
2021,2021,2021,OZiGQn2R8kK,Loima Sub County,KE_SubCounty_3222,,30,84,97,112,138,10,20,11,121,102,65,46,86,24,2022,1336,49,241,205,101,96,2972,3634,19,104,,,5,,7,2,29,23
2021,2021,2021,eyADpAXM834,Loitokitok Sub County,KE_SubCounty_3006,,153,171,75,330,391,722,118,116,592,779,811,677,1106,416,22992,9657,150,789,1017,1096,1106,26255,30281,15,732,,,4,,28,4,148,110
2021,2021,2021,tKOna0n1Nmk,Lokichoggio Sub County,,,27,61,21,70,52,217,25,13,117,157,129,69,214,86,3381,2436,68,353,253,202,240,5244,6301,2,166,1,,,1,5,1,28,20
2021,2021,2021,UGFoTN6rMVy,Lokiriama Sub County,,,7,9,15,11,7,,7,,13,14,3,,21,3,246,218,,57,23,3,24,423,530,,,,,,,1,,3,7
2021,2021,2021,lkYdgjRSOoE,Luanda Sub County,KE_SubCounty_3234,,119,139,91,237,254,713,117,149,715,556,767,987,1514,504,30581,16330,91,1127,1191,1669,1857,44951,50807,13,7575,3,1,16,1,34,4,123,97
2021,2021,2021,ZOdhgR19Akq,Lugari Sub County,KE_SubCounty_3022,,162,93,61,196,140,2906,94,104,711,934,874,667,1819,336,25539,9937,272,1329,1628,1524,2108,35229,41834,18,164,2,1,15,2,32,6,185,68
2021,2021,2021,TdcYaufNV4p,Lunga Lunga Sub County,KE_SubCounty_3079,,116,9,22,52,113,2,82,49,839,635,488,375,894,141,17961,6581,282,1668,1404,815,990,22467,27286,39,567,2,3,5,1,33,1,126,60
2021,2021,2021,Y3NjAhiBaZT,Lurambi Sub County,KE_SubCounty_3019,,283,66,47,138,109,3654,182,236,1320,928,1395,1065,2820,914,52966,23175,442,1777,2164,2422,3636,74885,85287,43,2268,5,2,19,2,81,18,271,189
2021,2021,2021,yhCUgGcCcOo,Machakos County,KE_County_16,,871,510,211,1031,798,1162,515,712,5482,5286,6576,6085,9688,4352,215076,89426,1445,7131,10632,12541,13865,301993,346410,169,5232,9,11,60,13,244,42,1343,790
2021,2021,2021,KXc4ez8OAFz,Machakos Sub County,KE_SubCounty_3092,,150,36,30,185,116,373,89,165,886,888,1464,1290,2163,1167,53431,22671,413,1281,1764,2754,3307,76033,85206,68,725,,5,10,2,48,13,293,192
2021,2021,2021,KMWrMZrlO5u,Magarini Sub County,KE_SubCounty_3041,,178,78,36,145,59,28,133,79,995,886,504,413,957,221,20309,6733,121,1568,1813,881,1135,25944,31368,27,351,1,2,3,3,17,5,163,67
2021,2021,2021,wwROy3Qkwin,Makadara Sub County,KE_SubCounty_3142,,450,111,100,324,297,416,348,250,585,604,974,708,3607,1090,62091,33195,1749,1054,1068,1525,4365,87612,95620,12,1207,2,1,19,1,104,13,421,235
2021,2021,2021,BoDytkJQ4Qi,Makueni County,KE_County_17,,554,598,343,1536,1363,726,389,508,4894,5321,6388,5778,7414,3253,170462,65316,2786,5751,9817,11824,10994,229823,268565,84,2440,11,9,43,11,153,26,1024,566
2021,2021,2021,AIGIQpolMRn,Makueni Sub County,KE_SubCounty_3082,,105,201,107,733,512,48,91,115,1018,1208,1675,1378,1568,822,37995,15170,114,1094,2152,3041,2964,52314,61461,8,424,1,2,8,3,31,7,205,116
2021,2021,2021,ES1CWa4AJmJ,Malava Sub County,KE_SubCounty_3020,,184,17,16,64,57,5135,123,110,864,716,727,347,1631,290,26687,9072,384,1494,1464,1131,1804,33876,39690,14,1158,7,3,12,5,52,7,247,88
2021,2021,2021,lGg3wEy784X,Malindi Sub County,KE_SubCounty_3042,,197,339,204,304,333,106,137,162,1001,918,1049,661,1751,420,41981,15331,738,1708,1853,1649,2072,55540,62888,24,499,2,6,11,1,39,2,354,120
2021,2021,2021,R6f9znhg37c,Mandera County,KE_County_9,,29,21,29,55,46,,14,11,75,78,65,66,286,154,3945,3061,161,92,76,54,132,1460,1768,2,,,7,,1,2,2,23,19
2021,2021,2021,fGr9rRvaovO,Mandera East Sub County,KE_SubCounty_3101,,28,5,10,20,15,,12,11,31,29,22,48,167,53,3042,2425,8,79,41,18,49,1000,1189,2,,,7,,1,2,2,20,12
2021,2021,2021,jrm0uyLXnC1,Mandera North Sub County,KE_SubCounty_3103,,1,,,,,,,,10,31,19,14,42,5,252,129,92,12,34,28,73,391,490,,,,,,,,,2,2
2021,2021,2021,qyhVIMG2rUw,Mandera South Sub County,KE_SubCounty_3102,,,,,,,,2,,,6,,4,41,24,254,245,50,1,,,2,49,52,,,,,,,,,,3
2021,2021,2021,H5RvDZkoDJL,Mandera West Sub County,KE_SubCounty_3105,,,16,19,30,31,,,,24,12,24,,36,72,309,229,11,,1,8,8,20,37,,,,,,,,,1,2
2021,2021,2021,f3AcdRzgTwz,Manga Sub County,KE_SubCounty_3183,Sub County,65,133,146,244,360,1821,49,40,484,594,464,521,890,274,15446,6270,284,545,920,837,1028,19372,22702,,346,1,2,7,4,29,2,115,56
2021,2021,2021,IPOMRXiYjxr,Manyatta Sub County,KE_SubCounty_2987,,140,47,24,126,133,1227,96,108,579,513,774,708,1307,761,30832,13805,919,551,878,1198,1695,36878,41246,14,552,,,4,1,28,10,196,101
2021,2021,2021,EZraJgLdRLX,Marakwet East Sub County,KE_SubCounty_2982,,8,,,2,13,164,6,5,73,60,50,19,131,29,2292,813,77,72,84,53,127,2283,2667,2,56,,,1,,2,1,22,10
2021,2021,2021,fNCuk4Lpsnh,Marakwet West Sub County,KE_SubCounty_2983,,71,,,,,1293,37,28,247,211,248,158,554,139,7776,3340,1526,609,586,812,1305,10871,14393,179,967,,1,4,,20,5,76,44
2021,2021,2021,dSLnPmNlm8Q,Marigat Sub County,KE_SubCounty_2955,,31,149,111,342,327,9,17,13,181,140,230,211,425,95,7077,3163,41,281,282,406,487,9424,10885,5,411,,,3,1,12,1,80,47
2021,2021,2021,Eey8fT4Im3y,Marsabit County,KE_County_10,,39,10,10,63,84,12,106,,247,338,319,252,473,123,8181,3868,233,365,369,384,391,8610,10280,24,52,4,1,7,1,14,1,87,42
2021,2021,2021,Qn5Fff2lIDz,Masaba North Sub County,KE_SubCounty_3182,,75,58,65,121,176,1550,59,55,624,677,803,484,1743,421,22873,9994,885,894,1158,1071,1971,31844,36951,13,2606,1,2,13,2,42,7,161,114
2021,2021,2021,hpcb7MYi6nc,Masinga Sub County,KE_SubCounty_3098,Masinga Constituency is an electoral constituency in Kenya. It is one of the constituencies in Machakos County,83,58,14,94,69,297,45,73,776,778,912,959,814,368,19491,7690,204,905,1515,1847,1165,26781,32221,8,1349,,,10,3,16,1,119,70
2021,2021,2021,tvkI2HSIRW9,Matayos Sub County,KE_SubCounty_2976,,394,299,260,456,521,2574,276,316,1261,1081,1748,1399,3372,956,62696,28542,220,1754,2286,3052,4047,87569,98729,24,1846,2,3,27,2,80,15,351,197
2021,2021,2021,gh2kzpOFCeF,Mathare Sub County,KE_SubCounty_3139,,291,185,133,387,631,596,274,145,711,543,1024,661,2782,635,51636,25832,600,1037,886,1355,2938,64964,71197,7,2766,1,2,15,,66,8,293,160
2021,2021,2021,u7Gkh63FYe4,Mathioya Sub County,KE_SubCounty_3138,,46,53,51,288,315,1426,30,20,94,188,280,249,277,93,7617,3210,60,146,281,524,360,10605,11916,,330,,,3,,2,1,40,23
2021,2021,2021,vznKK4IegIL,Mathira East Sub County,KE_SubCounty_3192,,34,111,67,512,476,965,18,54,328,406,683,778,653,519,22465,11127,146,408,733,1460,1171,33522,37300,6,776,1,1,,,17,2,113,73
2021,2021,2021,msIc1uFAY6B,Mathira West Sub County,KE_SubCounty_3193,,25,39,30,177,181,444,20,44,155,192,533,454,609,418,16562,6639,22,118,330,950,989,22489,24875,,399,,1,1,,4,,46,30
2021,2021,2021,wUNEDOnx9uB,Matuga Sub County,KE_SubCounty_3078,,129,19,16,32,40,26,116,34,485,694,522,438,1121,289,18582,6690,1074,641,719,599,1232,16207,19355,22,636,,2,7,4,17,2,128,55
2021,2021,2021,ssbO49f0iLN,Matungu Sub County,KE_SubCounty_3015,,132,31,18,77,75,1118,78,85,433,464,552,221,763,87,19027,5750,52,949,870,753,815,23093,27707,11,118,2,1,6,2,29,2,129,54
2021,2021,2021,GnixPSqaV6D,Matungulu Sub County,KE_SubCounty_3095,,69,25,8,60,61,79,40,48,415,381,493,327,951,340,15784,6592,163,579,773,782,1203,21745,25163,3,248,,,8,1,18,6,108,81
2021,2021,2021,eYBXetGx8xF,Mbeere North Sub County,KE_SubCounty_2984,,53,6,11,30,61,526,39,40,357,272,323,331,435,129,10837,3931,113,497,499,460,596,11440,13465,7,74,1,1,4,1,9,4,51,37
2021,2021,2021,AvnM6jKoocs,Mbeere South Sub County,KE_SubCounty_2985,SUB COUNTY,40,12,8,21,26,27,16,33,152,266,226,258,305,81,6395,2748,1,126,259,302,275,6904,7863,2,53,,1,5,3,7,1,33,30
2021,2021,2021,jxjGWCdfsib,Mbooni Sub County,KE_SubCounty_3084,,82,199,125,384,392,63,85,85,800,1024,898,726,900,379,22448,8881,136,1034,1793,1620,1250,30926,36601,11,352,2,3,7,,20,,108,80
2021,2021,2021,NrGORu301bx,Merti Sub County,KE_SubCounty_3005,,6,,,,,,1,,9,7,24,10,60,22,254,127,,,1,,1,,2,,,,,,,,,,
2021,2021,2021,Y52XNJ50hYb,Meru County,KE_County_12,,615,579,559,1237,1290,465,601,483,4280,3649,5999,4699,7416,3191,146777,65899,11089,5419,6785,9395,8967,184332,215258,133,6715,12,12,41,11,166,34,915,565
2021,2021,2021,fVra3Pwta0Q,Migori County,KE_County_44,,4098,3146,2150,3545,4195,17646,3324,3596,16898,15786,17987,10196,48459,8489,533322,256280,3668,24651,30827,26257,53826,745262,881283,353,33373,46,27,246,15,854,100,2627,1601
2021,2021,2021,k5sxmlXAtIg,Mogotio Sub County,KE_SubCounty_2954,,13,169,96,280,169,,3,2,48,58,64,17,173,40,2208,844,163,108,63,73,161,2420,2825,,176,,,3,,6,2,40,16
2021,2021,2021,q8R0FA1hxnP,Moiben Sub County,KE_SubCounty_3230,,143,109,57,158,199,1709,93,114,398,297,431,333,1295,472,24852,11431,442,878,801,797,1489,30421,34620,70,634,2,1,9,1,34,10,197,133
2021,2021,2021,RJ4LGJiSHFg,Molo Sub County,KE_SubCounty_3166,,101,356,88,957,423,146,71,105,635,478,589,593,936,343,23378,10619,144,785,1014,1072,1131,31043,35049,4,2018,1,5,2,,24,10,197,123
2021,2021,2021,wsBsC6gjHvn,Mombasa County,KE_County_1,,1745,1643,1285,3846,4267,1330,1216,1204,5795,5640,7928,6310,15331,6783,353327,169287,6804,7899,10087,12916,21100,471725,522306,187,13655,22,19,85,15,353,67,2394,1246
2021,2021,2021,Xtb7tbJpk9p,Mosop Sub County,KE_SubCounty_3167,,35,96,80,152,188,33,34,31,163,164,261,195,349,188,8122,3323,267,260,268,335,413,7715,9023,11,567,3,,2,2,5,3,67,54
2021,2021,2021,sZjPgbWI5ra,Moyale Sub County,KE_SubCounty_3109,,16,6,9,47,45,6,81,,87,83,92,45,156,34,2996,1382,61,43,93,71,127,2387,2836,5,30,4,1,5,1,8,1,50,24
2021,2021,2021,ADMywdLwoRX,Msambweni Sub County,KE_SubCounty_3080,,227,82,66,192,259,100,176,132,716,696,819,657,1706,379,34381,13958,274,1582,1299,1342,1865,43021,49134,26,2025,7,3,12,,38,3,262,138
2021,2021,2021,ZCYATXdLsL1,Mt Elgon Sub County,KE_SubCounty_2972,,58,60,38,99,94,1359,37,26,192,222,292,249,450,216,6941,2565,47,371,413,469,577,8063,9910,17,114,4,1,6,2,14,4,82,30
2021,2021,2021,NmbwkQ5r5cB,Muhoroni Sub County,KE_SubCounty_3063,,464,371,290,833,698,325,399,459,2914,2442,2814,1740,6955,1490,74691,42680,2807,3429,4898,4185,7754,110417,130547,56,5989,5,1,29,2,95,17,368,246
2021,2021,2021,zT8Zj5vNYCy,Mukurweini Sub County,KE_SubCounty_3190,,35,9,14,93,104,564,25,25,184,233,386,345,387,228,10355,5068,43,197,418,732,612,15426,17391,6,373,,,,,5,1,47,34
2021,2021,2021,FBteTV1eqB6,Mumias East Sub County,KE_SubCounty_3016,,117,111,77,145,114,1458,71,101,458,415,302,295,728,122,15908,5419,92,969,860,588,818,20817,24059,7,150,3,3,8,1,30,7,103,43
2021,2021,2021,uRl5fBkhpcE,Mumias West Sub County,KE_SubCounty_3017,,175,23,17,65,72,1380,155,139,912,845,789,762,1296,300,36054,14871,404,1078,1437,1219,1326,43139,48353,6,858,4,2,7,,21,4,150,74
2021,2021,2021,ahwTMNAJvrL,Muranga County,KE_County_21,,524,545,412,1518,1511,14318,363,352,2449,2381,3936,3228,4823,2490,121248,54240,946,3705,4684,6978,7211,172509,195135,48,5699,8,3,24,10,92,17,621,404
2021,2021,2021,l46g2PZUjoh,Muranga South Sub County,KE_SubCounty_3135,,136,45,26,123,112,3234,99,94,625,470,1206,849,1342,701,32466,14308,270,943,1077,2014,2031,46074,52149,10,2150,1,2,6,2,20,3,162,88
2021,2021,2021,gLD3Q9fHpvy,Muthambi Sub County,KE_SubCounty_3259,,34,8,7,14,33,8,27,16,137,94,79,95,166,27,2683,1452,43,77,110,99,128,2368,2782,,28,,,1,1,2,1,24,14
2021,2021,2021,C1xuoa1NAMm,Mvita Sub County,KE_SubCounty_3127,,226,179,113,633,703,197,168,184,934,971,1471,1284,2379,1503,62310,35023,239,1193,1366,2162,3328,84600,91106,52,5748,3,4,5,4,33,16,384,283
2021,2021,2021,fYYivceocJ2,Mwala Sub County,KE_SubCounty_3091,,98,65,26,128,104,74,65,75,1034,783,883,958,1056,706,27368,10462,94,996,1807,1834,1758,37772,44182,14,1592,,,4,1,20,2,139,73
2021,2021,2021,IBDoGsLdhvt,Mwatate Sub County,KE_SubCounty_3207,,45,86,25,271,166,29,32,28,196,237,250,296,406,261,9274,3758,60,417,386,521,636,12023,13979,3,254,,,3,,12,3,60,33
2021,2021,2021,rBKASpHJblX,Mwea Sub County,3266,,40,8,8,11,14,58,23,13,158,139,187,220,181,79,3973,1515,133,123,201,293,216,4471,5168,,17,,,,,2,1,21,11
2021,2021,2021,wQ8XjZ7zVwL,Mwimbi Sub County,KE_SubCounty_3214,,61,62,52,228,179,46,40,60,370,379,663,844,889,728,23036,10823,205,302,753,1407,1608,32739,36824,15,534,,,6,1,9,1,75,48
2021,2021,2021,uE7HKhqPOtf,Mwingi Central Sub County,KE_SubCounty_3074,,93,94,48,169,140,53,67,74,906,807,1161,882,1279,661,31618,9789,224,1253,1701,2033,1953,41282,48247,15,667,6,1,17,,39,11,189,84
